國立臺灣大學醫學院附設醫院,https://maps.app.goo.gl/w6ZrPiH1RVnNgtrB8
新竹馬偕紀念醫院,https://maps.app.goo.gl/A7XkxdwSf5M8F6TN7
林口長庚紀念醫院,https://maps.app.goo.gl/6c51RHo56sDrxcTJA
彰化基督教醫院,https://maps.app.goo.gl/yW4rZvhxcBVwNfk1A
中國醫藥大學附設醫院,https://maps.app.goo.gl/Ci2wTSymiXkXenqo6
